description,tags,title
"In our hyperlinked world, we can know anything, anytime. And this mass enlightenment, says Buddhist scholar Bob Thurman, is our first step toward Buddha nature.","['Buddhism', 'God', 'culture', 'global issues', 'happiness', 'peace', 'religion']",We can be Buddhas
"In this emotionally charged conversation with journalist Kurt Andersen, designer David Rockwell discusses the process of building a viewing platform at Ground Zero shortly after 9/11.","['New York', 'architecture', 'cities', 'collaboration', 'culture', 'death', 'design', 'disaster relief', 'interview', 'memory', 'urban planning']",A memorial at Ground Zero
"In this bracingly honest talk, international security strategist Thomas Barnett outlines a post-Cold War solution for the foundering U.S. military that is both sensible and breathtaking in its simplicity: Break it in two.","['culture', 'global issues', 'military', 'peace', 'technology', 'terrorism', 'war']",Let's rethink America's military strategy
"The avant-garde string quartet Ethel performs the third movement from Phil Kline's four-part suite ""The Blue Room and Other Stories."" Searching melodic lines show off the deep, emotional musicality of these passionate players.","['cello', 'collaboration', 'culture', 'entertainment', 'live music', 'performance', 'violin']","A string quartet plays ""Blue Room"""
"Microsoft's Stephen Lawler gives a whirlwind tour of Virtual Earth, moving up, down and through its hyper-real cityscapes with dazzlingly fluidity, a remarkable feat that requires staggering amounts of data to bring into focus.","['design', 'map', 'microsoft', 'technology', 'virtual reality']",Tour Microsoft's Virtual Earth
"Researcher Hans Rosling uses his cool data tools to show how countries are pulling themselves out of poverty. He demos Dollar Street, comparing households of varying income levels worldwide. Then he does something really amazing.","['Africa', 'Asia', 'Google', 'economics', 'global development', 'global issues', 'health', 'inequality', 'poverty', 'statistics', 'visualizations']",New insights on poverty
"Bill Stone, a maverick cave explorer who has plumbed Earth’s deepest abysses, discusses his efforts to mine lunar ice for space fuel and to build an autonomous robot for studying Jupiter’s moon Europa.","['Moon', 'NASA', 'Planets', 'adventure', 'energy', 'exploration', 'mining', 'space', 'technology']",I'm going to the moon. Who's with me?
"Starting with the simple tale of an ant, philosopher Dan Dennett unleashes a devastating salvo of ideas, making a powerful case for the existence of memes -- concepts that are literally alive.","['TED Brain Trust', 'culture', 'faith', 'meme', 'philosophy', 'religion']",Dangerous memes
"Alan Russell studies regenerative medicine -- a breakthrough way of thinking about disease and injury, using a process that can signal the body to rebuild itself.","['Bioethics', 'cancer', 'design', 'health', 'health care', 'medicine', 'technology']",The potential of regenerative medicine
"Jonathan Harris wants to make sense of the emotional world of the Web. With deep compassion for the human condition, his projects troll the Internet to find out what we're all feeling and looking for.","['design', 'entertainment', 'global issues', 'software', 'technology']",The Web's secret stories
Emily Oster re-examines the stats on AIDS in Africa from an economic perspective and reaches a stunning conclusion: Everything we know about the spread of HIV on the continent is wrong.,"['AIDS', 'Africa', 'economics', 'global issues', 'health', 'science', 'statistics']",Flip your thinking on AIDS in Africa
"In a friendly, high-speed presentation, Will Wright demos his newest game, Spore, which promises to dazzle users even more than his previous masterpieces.","['demo', 'design', 'entertainment', 'gaming', 'technology']","Spore, birth of a game"
"Poet Rives does 8 minutes of lyrical origami, folding history into a series of coincidences surrounding that most surreal of hours, 4 o'clock in the morning.","['entertainment', 'poetry', 'spoken word']",The  4 a.m. mystery
Medical animator David Bolinsky presents 3 minutes of stunning animation that show the bustling life inside a cell.,"['animation', 'design', 'entertainment', 'film', 'health', 'medicine', 'science', 'technology', 'visualizations']",Visualizing the wonder of a living cell
When Allison Hunt found out that she needed a new hip -- and that Canada’s national health care system would require her to spend nearly 2 years on a waiting list (and in pain) -- she took matters into her own hands.,"['culture', 'health care', 'marketing', 'medicine']",How to get (a new) hip
"Ghanaian economist George Ayittey unleashes a torrent of controlled anger toward corrupt leaders in Africa -- and calls on the ""Cheetah generation"" to take back the continent.","['Africa', 'business', 'corruption', 'economics', 'entrepreneur', 'global development', 'global issues', 'philanthropy']",Africa's cheetahs versus hippos
"Ngozi Okonjo-Iweala, the former finance minister of Nigeria, sums up four days of intense discussion on aid versus trade on the closing day of TEDGlobal 2007, and shares a personal story explaining her own commitment to this cause.","['Africa', 'business', 'economics', 'entrepreneur', 'global development', 'global issues', 'health care', 'investment', 'philanthropy', 'women', 'women in business']",Aid versus trade
"When he was just 14 years old, Malawian inventor William Kamkwamba built his family an electricity-generating windmill from spare parts, working from rough plans he found in a library book.","['Africa', 'alternative energy', 'design', 'energy', 'global issues', 'interview', 'library', 'technology']",How I built a windmill
South African investment banker Euvin Naidoo explains why investing in Africa can make great business sense.,"['Africa', 'business', 'entrepreneur', 'global issues', 'investment']",Why invest in Africa
"A liberal arts education is critical to forming true leaders, says university head Patrick Awuah -- because it builds decision-making skills, an ethical framework and a broad vision. Awuah himself left a career at Microsoft in the US to found a liberal arts school in Africa: Ashesi University, in his home nation of Ghana. A passionate talk about dreaming, doing and leading.","['Africa', 'culture', 'education', 'global issues', 'leadership', 'social change']",How to educate leaders? Liberal arts
"In this deeply personal talk, Nigerian writer Chris Abani says that ""what we know about how to be who we are"" comes from stories. He searches for the heart of Africa through its poems and narrative, including his own.","['Africa', 'culture', 'entertainment', 'global issues', 'literature', 'poetry', 'storytelling']",Telling stories from Africa
"Jacqueline Novogratz shares stories of how ""patient capital"" can bring sustainable jobs, goods, services -- and dignity -- to the world's poorest.","['business', 'global development', 'global issues', 'investment', 'medicine', 'philanthropy', 'poverty', 'women', 'women in business']",Patient capitalism
"South African singer-songwriter Vusi Mahlasela dedicates his song, ""Thula Mama,"" to all women -- and especially his grandmother.","['Africa', 'activism', 'entertainment', 'live music', 'music', 'singer', 'women']","""Thula Mama"""
